a_911377	7107
t_1186669	3966
a_298814	1927
a_298815	1929
t_1229360	4047
a_682573	7032
a_138897	2107
t_128313	960
a_189993	3355
t_2186125	6557
a_422449	4451
a_635566	6127
t_1349543	4321
t_1533458	5030
a_199806	1737
a_168875	1749
t_105735	744
a_390732	3250
t_417855	1887
a_284218	6118
a_400233	4243
t_83117	639
t_1440974	4713
a_408427	7460
t_480754	2239
a_31051	213
t_1768236	5581
t_2236826	7017
t_2236821	7016
t_1740192	5462
a_133958	1389
a_976087	5970
a_728827	4454
t_869877	3287
t_1941308	6256
a_507496	4522
a_129461	4907
t_1662815	5281
a_27671	3788
t_1364374	4347
a_766803	7440
a_194696	1915
a_774068	6406
a_14562	660
a_95193	5853
a_300973	2708
t_1930525	6138
a_646885	4973
a_300976	2271
t_2253448	7295
a_247366	6554
t_2293662	7354
a_1163113	5760
t_164994	1195
t_744539	3013
a_1108770	5525
t_131296	1036
t_2211405	6830
a_45739	3832
a_711136	4427
a_129283	1338
t_2242461	7089
t_1864980	5783
t_768474	3105
a_42510	6178
a_1310117	7578
a_76385	1427
a_76386	2167
a_264953	2605
t_2196913	6663
a_550586	6339
a_270533	3043
t_139192	1062
a_64806	3191
t_556359	2532
a_52628	850
t_1577397	5165
a_1172559	7504
a_1355302	6680
t_570683	2612
a_217836	2052
a_217833	2683
a_333508	2234
a_29452	2030
a_267373	6513
t_1368458	4370
a_26729	90
a_26727	87
t_69507	541
t_1451478	4798
a_416938	7641
a_359611	5661
a_538743	7293
t_2248352	7192
a_715349	4272
a_145648	2706
t_2197745	6675
a_197611	3498
a_470260	6453
a_11047	611
a_367547	2476
a_47677	521
a_162893	1409
a_150607	3949
a_870849	5173
a_329193	2144
a_100169	1818
a_329194	2145
a_329195	2146
t_1089453	3717
a_789840	4485
t_2414277	7468
a_409655	4334
a_579734	6689
t_1903715	5932
a_114742	1505
t_921406	3389
a_713694	3952
a_359963	3617
a_169842	3596
t_1410615	4450
a_57006	1570
a_176084	2297
t_1822280	5645
a_251646	5054
a_163323	2842
a_134421	1959
t_65083	520
a_53715	1634
a_726997	6506
a_1128597	5973
t_1482898	4854
t_300821	1638
a_1110678	5546
t_1929970	6130
t_862038	3261
a_41739	395
t_475708	2180
a_845333	6682
a_877898	7562
t_1905255	5942
a_19036	4890
t_361507	1769
t_1716495	5416
t_430954	1947
t_151014	1143
t_1442701	4722
t_2235441	7010
a_274829	1937
t_411665	1856
a_325466	2070
a_325467	2072
t_1435078	4627
t_1424683	4547
a_72385	1110
a_586853	3307
a_794142	4242
a_214900	4542
a_921663	5258
t_172200	1243
t_1403078	4426
a_3117	3331
a_347304	2859
t_144154	1097
t_479954	2229
a_496124	7511
a_36260	826
a_132969	1393
a_18859	6414
a_662748	5237
a_825247	5072
a_1477020	7580
a_1477021	7582
a_1477022	7583
a_1477023	7584
t_663995	2871
t_2242813	7094
a_474556	4523
a_692795	5695
t_497321	2352
t_43635	235
t_880628	3340
a_743435	5317
a_35003	528
a_360638	2627
a_360639	2628
a_1478768	7626
t_624382	2710
a_286214	4922
t_944668	3415
t_381312	1835
a_32584	7530
a_210102	1994
a_27809	128
a_210101	2820
a_815503	6666
t_1916412	5993
a_181552	1496
a_846505	7020
t_708960	2903
a_523125	5008
t_1225534	4042
t_2237579	7030
t_83397	644
t_1383458	4386
t_131083	1014
a_25899	346
a_84382	1192
a_133482	2048
a_25890	182
a_188177	1535
a_539606	5543
a_188178	1536
a_434110	2799
a_418895	2998
t_1279202	4193
a_628127	6372
t_548484	2472
a_1209093	6251
t_48411	270
a_871250	4330
a_714770	3705
a_558666	3273
t_92162	665
a_44632	435
a_373135	2618
t_1759188	5524
a_418767	4224
a_783449	7117
a_780406	5811
t_245314	1441
t_250485	1483
t_1139363	3886
a_1025858	6782
a_44095	1341
t_1549056	5073
a_36856	294
t_1193865	3981
a_36859	298
a_36858	297
a_326524	2418
a_211413	2274
t_770044	3114
t_2084355	6471
a_948754	5867
a_183547	5982
a_371892	7178
a_98451	1272
a_620786	3662
t_1407404	4436
a_95444	986
a_95446	1526
t_335752	1736
t_64690	516
a_407020	2749
a_412580	3812
a_31695	2567
t_105755	747
t_28012	36
a_384108	2535
a_10603	24
a_1224340	7541
a_108948	2046
t_884879	3363
a_160677	2792
a_322330	3487
a_454308	2865
a_317770	2667
t_2230414	6978
t_286283	1580
a_821513	6021
a_623205	4669
a_106529	1098
t_1242295	4059
t_193241	1304
t_1556233	5097
a_368175	7078
t_2239397	7044
a_1275910	6432
t_1120193	3819
a_1275912	6434
a_46316	493
t_728131	2966
t_1131745	3855
t_1302744	4289
t_1364392	4352
a_439799	6298
a_125009	4766
a_949620	7635
t_38112	135
t_38110	132
a_1066493	7177
t_2247058	7171
t_104408	729
a_581978	6343
t_1254670	4090
t_56278	367
a_703029	3924
t_1931275	6163
a_159075	2315
t_2244626	7121
a_374009	3544
t_2222056	6917
t_1878901	5807
a_328163	2130
a_566565	4970
t_715362	2935
a_117294	1837
a_156472	2019
t_571918	2624
a_259232	2600
a_110952	1627
a_1047961	5272
t_932619	3400
t_42227	183
a_152570	2379
a_418795	6162
a_59725	619
a_581395	7655
a_13410	4078
a_320208	3260
a_55654	1053
a_213311	3616
a_1139630	5851
t_2243288	7099
a_440257	3134
a_293000	7646
a_612366	6207
a_237693	6588
t_1472786	4843
t_1411503	4467
a_761079	4229
a_378274	2457
a_378276	2459
t_2004492	6315
a_1472309	7418
a_1038734	5601
a_90045	1499
a_1309684	7170
t_12370	0
a_1029506	5872
a_70152	1498
t_1485225	4870
a_562600	3484
a_384292	3357
a_967265	7610
t_491264	2301
a_46555	504
a_46554	503
a_402514	4847
a_313518	5025
a_57397	4899
a_745192	3885
t_81438	620
a_29432	320
t_565403	2568
a_20968	45
a_1053471	5897
a_920739	4804
a_720254	7093
a_1006711	5731
a_502074	5122
t_2278780	7342
t_2266504	7340
a_513344	5414
a_65018	1004
t_1421673	4520
t_1410639	4453
a_108779	2709
a_310965	6790
t_37584	119
a_746640	5365
a_24930	4124
a_238355	7282
a_414328	5954
a_1312066	6688
a_259025	1988
t_1410756	4465
t_245780	1449
a_183972	2023
t_192870	1301
t_216781	1373
a_94909	953
a_94908	952
a_383866	2530
a_383867	2531
a_277693	2758
a_983283	5056
a_1265998	6403
a_741341	3857
a_713018	3695
t_111438	839
t_1440546	4708
t_1650791	5263
a_260839	2833
a_1280094	6458
t_1601615	5219
a_230829	4785
a_342354	2355
t_2207944	6806
a_1355566	6722
a_1355567	6720
a_1355568	6721
a_843438	4974
a_109137	2639
a_516214	5474
a_506796	5391
a_446707	6290
a_553963	5446
t_1921958	6035
t_1430116	4595
a_61576	6407
t_71731	575
a_64055	4538
t_479932	2228
a_473725	6180
a_1045159	5259
a_1045158	5256
a_312119	4007
t_533929	2389
t_321543	1665
a_1347380	7198
a_28290	2411
t_2202094	6725
a_246228	6976
a_28299	2994
a_910319	5716
a_223283	1745
t_612922	2670
a_466048	4679
a_669046	3598
t_1864085	5778
a_1038502	5769
a_313681	2129
a_107309	1406
a_306578	2022
a_137583	7208
a_915497	4561
a_106319	1436
t_750989	3032
a_48098	1348
a_5948	680
a_84948	1513
a_121554	1199
a_121555	1200
a_213784	3482
a_127890	1342
a_924952	7387
a_38005	1591
a_27354	2552
t_38327	142
a_223933	3176
t_1562153	5113
t_634148	2756
a_1147680	7457
t_127880	950
a_805904	4666
a_1133472	6445
t_656364	2836
t_2255331	7319
t_1448386	4767
a_45940	1986
t_41920	177
t_1503503	4929
a_861241	4869
a_361560	6248
a_821195	4140
a_10033	10
a_267372	6508
a_284336	7307
a_200069	2593
t_27973	33
a_179440	1488
a_1091765	5965
a_220485	7261
a_823737	4162
t_105910	756
a_193234	4418
t_1436221	4651
a_464943	3929
a_52019	555
a_52018	554
a_341187	4979
t_342290	1755
a_52015	551
a_397998	2677
a_207492	1610
a_207493	1611
t_1654225	5269
t_101077	723
a_525358	5248
t_1823368	5655
a_231815	2061
t_435468	1997
a_1100593	5996
a_245564	5498
a_512778	3055
t_195306	1315
a_1313014	6535
t_2340725	7366
a_512776	3053
a_512777	3054
t_1405728	4433
a_404694	5294
t_499960	2367
a_336273	4663
t_873805	3313
a_60421	627
a_178249	1471
a_1090413	5435
a_229334	4305
a_315763	7540
a_327326	2757
a_388296	3136
a_371075	2403
a_1185056	6788
a_800746	4053
a_1068515	7380
a_715111	3711
a_157453	2576
a_150337	4127
t_217574	1376
t_847364	3217
a_266772	1836
t_834224	3170
a_41678	792
t_2204949	6779
a_41674	1285
a_41673	390
a_41672	389
a_41671	388
a_1357590	6734
t_970799	3457
a_38050	4276
a_999308	5127
a_574332	7502
a_233412	1726
a_759236	6209
a_143589	1326
t_645832	2798
t_28159	42
a_863482	5071
a_7407	918
t_1821201	5643
a_497755	3205
a_9649	1
a_174038	2696
t_756607	3061
a_304168	6607
t_744913	3014
a_1275971	6436
a_479339	5813
a_249791	1908
t_369129	1800
a_114895	3691
a_121498	1197
t_2111220	6521
a_963014	7211
t_1884388	5838
t_196768	1323
a_1091228	5439
a_1091227	5438
t_500961	2370
t_55740	353
a_507989	4677
a_141118	5992
a_185172	1912
a_32932	2985
t_1141570	3895
a_500359	7068
a_789627	4025
a_447543	4441
a_200659	4155
a_64841	1307
a_675384	7139
t_836013	3174
t_132323	1044
a_22476	82
a_22477	83
a_1204192	6148
a_348802	3873
a_1266671	7086
a_162504	5336
t_1067160	3670
a_908742	6036
a_237315	3394
a_1352421	6653
t_440395	2020
a_957046	4914
a_239927	4524
t_2249828	7220
t_1373407	4382
a_200474	3636
a_26764	500
t_2423223	7633
a_1035561	5310
a_734239	5408
a_145356	2171
t_737381	2999
t_43159	226
t_2200491	6713
a_152223	3167
t_1218549	4031
t_1745948	5480
a_367501	3221
a_367500	4736
a_530282	6253
t_1686553	5326
a_382606	6134
a_176109	4026
a_328745	4632
t_853937	3239
a_475276	5138
a_286028	3464
t_2185648	6541
a_726574	4084
a_333814	2988
a_1025408	5347
a_378837	2466
t_1694213	5345
a_119962	1167
a_119963	1168
a_119960	1165
a_119961	1166
a_378839	2468
a_378838	2467
t_1418400	4504
a_37551	316
a_79875	786
t_2026305	6368
a_251352	2036
a_19786	1388
a_116705	1791
t_2246934	7167
a_147933	1533
a_78690	754
a_45175	455
t_488638	2293
t_2105732	6507
a_582093	4154
a_745718	7430
t_110162	820
a_556240	4051
t_1925296	6070
t_1052539	3615
a_110370	6073
a_761967	7566
a_404268	4027
a_549915	7574
a_781901	4983
t_805575	3126
a_822253	5470
t_770584	3118
t_111410	837
t_770588	3121
a_403066	4893
t_1129272	3847
t_502485	2375
a_169550	2655
a_476805	6980
a_1382689	7548
a_302269	1980
a_253938	3016
a_277366	4380
a_109443	1120
a_83139	1925
a_349191	4070
t_965703	3448
t_1942281	6260
t_193411	1308
a_69562	685
a_82660	928
a_73675	1290
t_1875923	5796
a_544403	7190
t_1285419	4216
t_701485	2886
a_101688	3112
t_1861387	5774
a_544408	3865
a_1184357	5888
t_260804	1516
t_38835	152
a_669244	6570
a_40426	6168
a_441597	4576
a_34392	506
a_803996	4958
a_702233	3671
a_702234	4534
a_520929	3103
a_1184353	5881
a_48650	525
a_1061770	5301
a_202745	6662
a_81230	2283
a_811402	6417
t_1107067	3757
t_2219588	6901
a_583763	5432
a_102795	1052
a_1037590	5545
a_324086	3508
a_97169	1147
a_640228	7095
t_1423960	4535
a_1204609	6171
a_311797	3938
a_27154	772
a_325424	2068
a_174193	3203
a_72698	1234
t_483785	2270
t_1422563	4528
t_844764	3194
a_265901	3775
t_347226	1757
a_910195	6003
a_910192	7437
a_880748	4359
t_30483	78
a_63458	6812
t_30489	81
a_1060334	5874
t_2203693	6755
t_1678335	5304
a_7219	698
t_1455506	4834
a_1051497	5699
a_201718	1560
t_145487	1115
a_618617	5893
a_293471	5251
t_1763870	5549
a_575851	3238
t_1156126	3947
a_595978	7553
a_28811	164
a_268884	2851
t_65358	522
t_553928	2519
t_1824323	5658
a_133110	1318
a_1471919	7412
t_326726	1698
a_221807	1825
a_748294	3903
a_737518	7120
t_320074	1659
a_43305	5835
t_1427288	4574
t_129176	996
a_413300	5538
a_104631	4443
t_44324	240
a_413308	4357
a_698531	5685
t_42944	219
a_119398	3230
a_628475	4607
a_628474	3826
a_1097832	6737
a_628473	3825
a_101913	7275
t_845637	3200
t_1452285	4806
a_612752	4194
a_84074	3976
a_505641	3246
a_1361057	6823
a_649092	6281
a_167107	2252
a_1251587	6986
a_1361059	6825
a_1361058	6824
a_943925	6387
a_134561	1778
a_230470	7398
a_235802	1753
a_250210	4992
a_15061	47
a_15060	48
t_555990	2529
a_234310	3740
a_224383	2285
t_720698	2949
a_47481	7215
t_713640	2924
a_464217	3440
t_2228724	6953
a_822407	6568
a_657072	4680
t_1907028	5945
t_51271	313
t_120184	862
a_892982	4402
t_1089336	3714
a_31657	335
a_314040	3372
t_81955	626
t_1434241	4621
a_113729	1429
t_87734	661
a_24548	375
t_141345	1076
a_114117	1242
a_930267	4819
a_345187	7517
t_1933333	6179
a_224653	7002
a_224652	2951
a_340931	3710
a_69607	2186
t_474883	2177
a_1041531	5234
a_318853	5298
t_627113	2718
a_96175	1000
a_46352	495
a_812651	7488
t_963491	3444
a_1411763	7383
a_104913	3437
t_617273	2685
a_131865	1504
a_131867	1782
a_143657	1663
a_72205	3317
t_122279	874
t_1701640	5368
a_385544	2720
a_153376	1766
a_156780	1375
t_1425707	4559
a_858106	6084
a_406082	7489
a_268140	2008
a_33714	5188
t_55765	358
t_2014083	6333
a_86006	1345
a_86009	930
a_82054	3817
a_474691	3406
a_26954	94
a_1378882	7312
t_336612	1742
a_208581	1934
t_1209404	4017
a_216818	6509
t_1272601	4173
a_58056	2526
t_1370993	4376
a_999585	7205
a_798367	4045
a_500379	7451
a_38544	2083
t_92809	672
a_290795	1880
a_350659	2383
a_501531	5167
t_1226416	4044
a_1132661	6082
a_32052	236
a_52933	4080
t_1115966	3794
a_421270	2662
a_769638	4566
t_212988	1355
a_55793	3267
a_199171	5837
a_465021	5689
a_554269	6002
a_158782	3983
a_896613	4689
t_811753	3141
a_494451	3913
a_438187	2770
a_1355045	6674
a_752087	6697
t_138889	1056
a_322976	2063
a_10221	482
t_644995	2791
a_712537	6040
a_684448	5855
a_712532	4646
a_76453	1664
t_54635	331
t_1447088	4755
a_70444	991
a_95230	980
a_95231	981
a_70441	995
a_70442	992
a_70443	994
a_263692	3066
a_9020	91
a_1219873	7536
t_2237103	7023
t_2422075	7616
a_116611	5533
t_2039255	6402
a_1434517	7375
a_52202	561
a_1174391	6405
a_52201	559
a_240431	4503
a_505357	3805
t_1414749	4487
t_634960	2759
t_281114	1545
a_643107	5576
a_276383	5976
t_1155348	3945
a_817145	4107
a_124493	1571
t_1410716	4459
a_80981	800
a_337398	4428
a_315520	2862
a_11680	2512
a_151838	4075
a_3856	1465
a_286078	4611
t_50399	296
a_620802	3854
t_50392	293
a_1383172	7230
a_91539	1585
a_168402	2747
t_2221676	6913
a_270357	5377
t_1907923	5946
a_542767	3878
a_154660	1605
t_2193774	6630
a_537181	4384
t_164637	1189
a_34002	828
a_1161660	6077
t_1151132	3925
t_540443	2416
t_284506	1561
t_540996	2421
a_235146	3715
a_1145494	7658
t_284051	1559
a_129014	6795
a_604107	5684
a_1362098	7149
a_232424	5005
a_1339203	7196
t_2029629	6376
t_978322	3471
t_542977	2430
a_16744	5404
a_597696	5079
t_63219	496
a_8747	1433
t_126563	924
t_64533	514
a_284357	2606
a_813739	4081
t_1435328	4634
a_285347	5353
t_13213	16
a_393258	2615
a_891081	4510
a_393957	4553
a_651071	4332
a_725667	5687
a_257337	1794
a_92516	900
t_1152844	3931
t_115136	854
a_219819	1701
a_493939	3811
a_999443	5320
a_545778	3172
a_834481	4235
a_834480	4234
t_972007	3460
a_1176132	5814
t_922337	3393
a_619103	5074
a_164925	7118
a_5904	1478
a_1302995	6511
t_627325	2721
t_971072	3459
a_441028	5125
a_226728	2169
a_664306	4989
a_254467	2449
a_729969	5885
a_425218	2690
a_425219	2691
a_194026	2971
a_1244356	6551
a_1244357	6553
a_27312	150
a_27313	151
a_425217	2689
a_72010	716
a_149412	3161
a_824574	4431
a_948494	4874
a_1477998	7597
a_1477999	7598
a_696856	3644
a_38237	1140
t_2223359	6922
a_1477446	7591
t_320014	1652
t_30013	66
t_320018	1657
a_144765	4310
a_960416	7341
a_93025	914
a_66143	1005
t_996664	3535
a_66144	1007
a_66149	3641
a_73303	868
a_321587	2841
t_1113807	3790
a_585190	3291
a_585191	3293
t_1529363	5010
a_204017	1776
t_114736	851
a_341293	2324
t_1144066	3899
a_22205	69
a_22204	67
t_1569592	5136
a_816039	4846
a_576049	5749
a_208619	5280
a_112986	1161
a_162717	4964
a_940909	6863
t_69665	544
a_1148185	6884
a_966	2053
a_234152	3502
a_354411	2473
a_50748	530
a_1476718	7559
a_136764	1474
a_464187	7100
a_547857	7324
a_916002	4688
a_286183	3650
a_1292313	6475
a_1292312	6474
a_1292315	6478
a_1292314	6476
t_126821	931
a_289186	1862
a_1113551	6768
a_288850	3392
a_267317	2246
a_1264073	7615
t_484503	2281
t_483229	2254
a_686986	6545
t_165515	1201
a_37290	311
t_2237660	7033
a_183745	6745
t_259693	1515
a_1100093	7201
t_1434510	4623
a_1041730	5243
a_83079	922
t_318526	1644
a_211966	4640
a_231500	4381
a_91254	7337
t_104547	731
a_919595	4604
a_919594	4601
a_919593	4600
a_41636	384
t_281015	1543
t_336793	1744
a_517336	3390
a_999948	5761
a_234486	3505
a_469527	7613
a_1041553	5886
t_1545089	5066
a_63285	3470
t_1271395	4171
a_1355861	6705
a_1355860	6703
a_1252711	7470
a_114332	6100
a_1013914	5210
a_1355865	6709
t_984792	3509
a_272657	2872
a_587034	3312
t_482371	2249
a_278291	1939
a_767750	4339
a_327722	2152
a_1384559	7278
a_117115	1789
a_466277	4292
t_1267049	4151
a_658251	4587
t_1704896	5389
a_8080	15
t_1205243	4011
t_2403189	7399
a_105826	1096
a_728976	4437
t_564806	2565
a_232368	1873
a_129206	1282
a_117235	5619
a_560666	7303
a_1142125	6858
t_1884164	5832
a_126519	1247
a_112063	1653
t_1280589	4196
t_130290	1003
a_694709	6719
a_246017	3972
a_281985	1857
a_152048	1510
a_984689	7206
a_926162	4748
a_263322	7241
t_69276	532
a_201692	1896
a_201695	1557
a_1105367	5510
a_1105366	5509
a_1112632	6116
a_942999	6115
a_595835	3856
a_107552	4812
t_880050	3336
a_2543	225
a_161363	3998
a_1016515	6990
a_33598	1608
a_2548	4147
t_620368	2697
a_686030	7135
a_332457	2207
a_332456	2206
a_345659	4284
a_332458	2208
a_502892	3080
a_722944	7463
t_491976	2305
a_283586	5590
a_812037	5297
a_440415	6549
a_985657	6369
a_163637	2387
t_2237472	7028
a_549134	5692
t_444562	2055
a_118838	1162
t_28678	54
a_487289	2911
a_573550	3450
t_261884	1520
t_226567	1407
t_496192	2351
a_1067604	6185
a_241544	5788
a_236996	3124
a_81308	812
a_303082	6093
t_1367927	4368
t_1876430	5797
a_487131	4950
a_690277	5098
t_37255	110
a_435904	5302
t_37522	117
t_1433752	4599
a_534086	6144
a_469051	6529
a_90209	4761
t_1095140	3727
a_1121719	6635
a_94964	972
a_101258	1507
a_94963	967
a_94962	962
a_206318	7373
a_151812	2846
a_289667	1867
a_289666	1866
a_634141	6924
a_35506	271
a_110338	1256
a_750134	5473
t_1230163	4052
t_2252766	7290
a_452445	4267
a_821490	6515
a_108866	2103
t_853245	3236
a_1032630	6566
a_262001	5085
a_25577	890
t_123285	884
t_58024	420
a_212924	1642
a_212923	1640
a_56568	814
t_1284851	4213
t_2233150	6993
a_42536	2762
t_1250522	4077
t_1434169	4616
t_1434161	4605
t_325552	1687
t_2413627	7453
t_2003088	6313
t_186843	1268
a_682301	6411
t_247765	1462
t_36347	86
t_874733	3323
t_2379658	7390
t_219708	1394
a_67703	664
t_1450712	4782
a_725394	4856
a_65966	1037
a_121752	3796
a_68255	668
a_68256	669
a_302423	1985
t_145314	1112
a_793418	7147
a_85079	5823
a_1038561	5680
a_65630	3090
a_852372	4776
a_219585	1850
a_1032847	7320
a_223196	4762
a_1184355	5884
t_1594469	5211
a_161173	5252
t_163881	1183
a_226873	3888
a_1184356	5887
a_299976	1944
a_1184354	5882
a_41376	773
t_1822855	5648
a_130298	2376
t_2102866	6496
a_1184358	5889
t_331170	1729
t_728058	2965
t_1066915	3668
a_14608	2793
a_314819	4723
a_149434	5895
t_482126	2247
t_249890	1475
a_814193	4117
a_1221698	6340
t_319480	1649
a_392518	2602
a_837002	6049
t_321381	1661
a_385000	7213
a_317135	4749
t_1572226	5150
a_1182198	7091
t_766044	3093
a_101058	4525
t_97158	715
t_1450975	4784
t_2060035	6441
a_280930	4975
t_222126	1397
a_1177243	5831
t_1899292	5917
a_6780	2734
a_1004309	5156
a_61392	1555
a_204783	1587
a_25010	365
t_468745	2088
t_2329547	7361
a_429083	3926
a_111515	1978
a_750304	5431
t_881792	3341
a_359202	2598
t_1879111	5810
a_137210	1270
t_575167	2637
a_354122	3168
a_512201	3041
a_771872	3967
a_1063065	6011
a_47113	513
a_162892	1408
t_128666	977
a_367548	2477
t_1274394	4178
a_830580	4206
a_145434	2128
a_338678	2294
t_2226308	6937
a_380984	3314
a_380986	4800
t_843064	3193
t_141562	1079
t_1109132	3768
t_91430	663
t_2013714	6330
a_143878	3327
a_713933	4658
t_882531	3343
a_1360766	6813
a_1360764	6810
a_1360765	6811
a_1205074	6852
t_1525195	4986
a_1110480	5698
a_116428	4338
t_1428836	4582
a_31618	836
a_123484	1931
a_38257	616
t_57762	414
a_35508	273
a_35509	274
a_60701	3077
t_538528	2409
a_35507	272
t_48584	278
a_1181210	6664
t_764114	3087
a_41611	7265
t_2411288	7421
a_942334	5588
a_89172	863
a_383981	3916
a_477305	6877
a_1064309	5313
a_432731	6850
a_249849	4942
a_327701	2116
a_482145	4066
t_1815116	5611
a_228513	1677
t_1275113	4182
a_1384161	7266
a_1371293	6960
t_103868	727
a_375061	3489
t_213965	1360
a_588692	5718
a_79000	768
a_184544	6916
t_842188	3184
a_403504	3347
a_327700	2115
a_300443	2687
a_300442	2686
t_63392	501
t_53646	319
a_179914	2551
t_2420679	7592
a_996104	5111
a_109728	1306
a_650089	5177
a_349366	3586
a_928572	4796
a_92729	903
a_36526	714
t_57980	415
t_172092	1240
a_66845	694
t_219399	1392
t_552970	2517
a_597089	4499
a_48481	1017
t_2252669	7288
a_126572	6667
t_2311682	7358
t_1298668	4268
a_1264170	7005
t_1490616	4895
t_483401	2259
t_169461	1226
a_219991	2361
a_400429	4809
a_528842	5564
t_81008	618
a_239985	1876
t_2252444	7271
a_623392	5657
t_55728	350
a_390589	6243
t_2421108	7595
a_282887	2955
t_1649112	5253
a_150510	4554
a_32443	2917
a_198137	4170
t_1369330	4375
a_34271	2362
t_1000384	3551
t_98979	719
t_2413998	7462
t_752875	3052
a_1040921	5244
t_55852	361
a_298967	1932
a_930526	4831
t_1429971	4590
a_21079	52
a_129485	3704
t_51001	309
t_292962	1612
a_1379870	7124
a_154178	2345
a_475746	6064
t_614635	2675
a_199912	5580
t_378880	1821
a_19465	1288
a_45869	479
t_568341	2585
a_45864	477
a_138578	7640
a_45861	1784
t_120060	856
a_1121483	6218
a_893633	4828
t_737236	2990
a_21291	55
t_762209	3079
a_832843	7515
a_528154	4591
a_94181	938
a_94180	937
a_1096233	6366
a_78633	751
a_129226	2275
t_468359	2081
a_302154	2343
a_302156	2342
a_362501	4993
t_1921406	6027
t_1438709	4668
t_105853	753
a_373505	2972
t_2306823	7357
a_74986	724
a_8846	2302
a_366694	4597
t_216703	1371
a_455832	4885
a_630366	7467
a_110311	1374
t_574101	2635
a_220255	2320
a_78182	865
a_1383137	7225
a_656021	5282
t_1401293	4424
t_1924763	6061
a_1383138	7226
a_1408424	7403
a_921576	4660
t_2214783	6854
t_1446575	4747
t_469759	2092
a_58534	2015
a_894369	5223
a_42552	421
a_623497	7064
a_1053694	5744
a_203149	1578
a_256318	5868
a_1348651	6546
a_1348652	6547
t_1550386	5075
a_238608	2310
t_711545	2910
a_49360	3278
a_1180951	5995
a_620510	3413
a_486	129
t_876756	3330
a_311448	3083
a_1201986	6078
t_1187672	3968
a_37466	978
a_263487	4040
t_884793	3361
a_403774	6815
a_160996	6773
a_1211000	6272
t_1926444	6076
a_583079	3280
t_56356	376
t_506525	2378
a_31157	194
t_1920790	6020
a_1006353	5903
a_42132	413
a_1261076	7009
t_567504	2579
a_89960	5751
t_1364508	4355
a_306930	3645
a_1032866	7657
t_2059808	6437
a_128639	2928
t_710238	2908
a_1146101	5665
a_12662	88
t_28322	49
a_943492	7207
t_767008	3101
t_1106159	3749
a_411418	7355
t_111871	840
a_425220	2692
a_185273	1660
a_411417	3210
a_448592	6242
t_217891	1379
a_6272	3
a_391840	5382
t_629917	2736
a_333683	4575
a_39402	1858
a_913485	7144
a_265881	1830
a_361070	5042
a_22572	3628
t_552012	2509
a_173665	4397
a_282950	2025
t_1680625	5311
t_501505	2374
a_66676	4351
t_739737	3006
a_726474	3748
a_110127	1126
t_888095	3378
t_92186	667
a_455333	6872
a_236813	1741
t_2215202	6862
a_267996	6374
t_2414869	7472
t_2255497	7330
t_423875	1907
a_470182	6631
a_749582	3912
a_749581	3911
a_749580	3910
t_1879829	5824
a_924665	4733
a_953046	5041
t_1105570	3743
a_568646	6361
t_48347	266
a_342909	3936
a_268108	2996
a_456829	6900
t_105447	741
a_4109	61
a_207504	1832
t_1085238	3697
t_2195045	6638
t_2237330	7026
t_2422205	7619
a_41808	405
a_57125	5436
t_471368	2121
a_29243	684
t_1261322	4125
t_654755	2827
a_990600	5086
a_168256	2272
